,inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort,M Address A,M Port A,M Address B,M Port B,M Packets,M Bytes,M Stream ID,M Rel Start,M Duration,M Flows,Server Name,W Address A,W Port A,W Address B,W Port B,W Packets,W Bytes,W Stream ID,W Rel Start,W Duration,W Flows,label
289,198.18.0.1,61418,198.18.0.32,443,192.168.5.2,61419,221.5.100.174,2011,198.18.0.1,61418,198.18.0.32,443,659,487085,50,12.322581,26.20114,25,ssl.gstatic.com,192.168.5.2,61419,221.5.100.174,2011,331,256235,42,12.323546,26.241151,25,download
290,198.18.0.1,61423,198.18.0.86,443,192.168.5.2,61427,221.5.100.174,2011,198.18.0.1,61423,198.18.0.86,443,30,17741,53,12.373574,0.1046500000000012,3,drive-thirdparty.googleusercontent.com,192.168.5.2,61427,221.5.100.174,2011,28,15811,45,12.374364,0.1423229999999993,3,download
291,198.18.0.1,61421,198.18.0.32,443,192.168.5.2,61425,221.5.100.174,2011,198.18.0.1,61421,198.18.0.32,443,10,2357,51,12.372536,0.0541780000000002,1,ssl.gstatic.com,192.168.5.2,61425,221.5.100.174,2011,15,4273,43,12.373597,0.0909949999999994,1,download
292,198.18.0.1,61424,198.18.0.86,443,192.168.5.2,61428,221.5.100.174,2011,198.18.0.1,61424,198.18.0.86,443,54,25146,54,12.373723,26.148391000000004,8,drive-thirdparty.googleusercontent.com,192.168.5.2,61428,221.5.100.174,2011,43,26343,46,12.374555,26.185825,8,download
293,198.18.0.1,61422,198.18.0.86,443,192.168.5.2,61426,221.5.100.174,2011,198.18.0.1,61422,198.18.0.86,443,10,2348,52,12.373236,0.1051199999999994,1,drive-thirdparty.googleusercontent.com,192.168.5.2,61426,221.5.100.174,2011,23,15320,44,12.374118,0.1048680000000015,2,download
294,198.18.0.1,61429,198.18.0.35,443,192.168.5.2,61430,221.5.100.174,2011,198.18.0.1,61429,198.18.0.35,443,53,16468,57,12.593028,25.931141,17,clients6.google.com,192.168.5.2,61430,221.5.100.174,2011,55,27103,48,12.594463,25.96936,17,download
295,198.18.0.1,61431,198.18.0.36,443,192.168.5.2,61432,221.5.100.174,2011,198.18.0.1,61431,198.18.0.36,443,955,712676,58,12.603315,25.919270999999995,31,www.gstatic.com,192.168.5.2,61432,221.5.100.174,2011,481,420998,49,12.604287,25.958556,31,download
296,198.18.0.1,61434,198.18.0.37,443,192.168.5.2,61435,221.5.100.174,2011,198.18.0.1,61434,198.18.0.37,443,10,2314,60,12.645258,0.1084879999999994,1,drivefrontend-pa.clients6.google.com,192.168.5.2,61435,221.5.100.174,2011,25,15625,50,12.64633,0.159044999999999,2,download
297,198.18.0.1,61433,198.18.0.37,443,192.168.5.2,61436,221.5.100.174,2011,198.18.0.1,61433,198.18.0.37,443,92,25284,59,12.645106,25.879037000000004,23,drivefrontend-pa.clients6.google.com,192.168.5.2,61436,221.5.100.174,2011,89,38338,51,12.646626,25.919817,23,download
298,198.18.0.1,61437,198.18.0.37,443,192.168.5.2,61438,221.5.100.174,2011,198.18.0.1,61437,198.18.0.37,443,10,2282,61,12.677557,0.076262999999999,1,drivefrontend-pa.clients6.google.com,192.168.5.2,61438,221.5.100.174,2011,23,16371,52,12.679394,0.0986510000000002,2,download
299,198.18.0.1,61439,198.18.0.38,443,192.168.5.2,61440,221.5.100.174,2011,198.18.0.1,61439,198.18.0.38,443,42,15235,62,12.739237,25.78414,9,content-autofill.googleapis.com,192.168.5.2,61440,221.5.100.174,2011,38,17382,53,12.740616,25.823149,9,download
300,198.18.0.1,61443,198.18.0.40,443,192.168.5.2,61444,221.5.100.174,2011,198.18.0.1,61443,198.18.0.40,443,58,22057,66,12.924322,25.599011,9,waa-pa.clients6.google.com,192.168.5.2,61444,221.5.100.174,2011,47,23368,56,12.925801,25.635454000000003,9,download
301,198.18.0.1,61441,198.18.0.39,443,192.168.5.2,61442,221.5.100.174,2011,198.18.0.1,61441,198.18.0.39,443,50,24192,65,12.92148,25.601823,7,ogads-pa.clients6.google.com,192.168.5.2,61442,221.5.100.174,2011,39,21869,55,12.923098,25.638321,7,download
302,198.18.0.1,61445,198.18.0.35,443,192.168.5.2,61446,221.5.100.174,2011,198.18.0.1,61445,198.18.0.35,443,629,501296,67,12.944753,25.580165,19,clients6.google.com,192.168.5.2,61446,221.5.100.174,2011,397,359004,57,12.945813,25.619171,19,download
303,198.18.0.1,61447,198.18.0.37,443,192.168.5.2,61448,221.5.100.174,2011,198.18.0.1,61447,198.18.0.37,443,233,129092,68,13.010549,25.513967,34,drivefrontend-pa.clients6.google.com,192.168.5.2,61448,221.5.100.174,2011,239,142053,58,13.011935,25.553017,34,download
304,198.18.0.1,61449,198.18.0.40,443,192.168.5.2,61450,221.5.100.174,2011,198.18.0.1,61449,198.18.0.40,443,116,71495,69,13.079392,25.445288000000005,9,waa-pa.clients6.google.com,192.168.5.2,61450,221.5.100.174,2011,76,54424,59,13.081094,25.482764000000003,9,download
305,198.18.0.1,61451,198.18.0.39,443,192.168.5.2,61452,221.5.100.174,2011,198.18.0.1,61451,198.18.0.39,443,53,23580,70,13.108817,25.415614999999995,7,ogads-pa.clients6.google.com,192.168.5.2,61452,221.5.100.174,2011,49,26986,60,13.110185,25.45369,7,download
306,198.18.0.1,61453,198.18.0.11,443,192.168.5.2,61454,221.5.100.174,2011,198.18.0.1,61453,198.18.0.11,443,121,71007,71,13.270177,25.254896,11,www.google.com,192.168.5.2,61454,221.5.100.174,2011,69,43064,61,13.271864,25.293136,11,download
307,198.18.0.1,61455,198.18.0.41,443,192.168.5.2,61456,221.5.100.174,2011,198.18.0.1,61455,198.18.0.41,443,44,16923,72,13.575349,24.949451,7,play.google.com,192.168.5.2,61456,221.5.100.174,2011,37,20257,62,13.576552,24.988167,7,download
308,198.18.0.1,61457,198.18.0.42,443,192.168.5.2,61458,221.5.100.174,2011,198.18.0.1,61457,198.18.0.42,443,62,31229,73,13.594539,24.930554,9,people-pa.clients6.google.com,192.168.5.2,61458,221.5.100.174,2011,54,31817,63,13.59569,24.970789000000003,9,download
309,198.18.0.1,61459,198.18.0.41,443,192.168.5.2,61460,221.5.100.174,2011,198.18.0.1,61459,198.18.0.41,443,241,135036,74,13.739941,24.783846,30,play.google.com,192.168.5.2,61460,221.5.100.174,2011,287,158191,65,13.741399,24.82004,30,download
310,198.18.0.1,61461,198.18.0.43,443,192.168.5.2,61462,221.5.100.174,2011,198.18.0.1,61461,198.18.0.43,443,49,22692,77,13.884796,24.638656,7,addons-pa.clients6.google.com,192.168.5.2,61462,221.5.100.174,2011,43,22711,66,13.886125,24.675213,7,download
311,198.18.0.1,61463,198.18.0.43,443,192.168.5.2,61464,221.5.100.174,2011,198.18.0.1,61463,198.18.0.43,443,50,23735,78,14.197571,24.326194,7,addons-pa.clients6.google.com,192.168.5.2,61464,221.5.100.174,2011,46,25071,67,14.200627,24.36209,7,download
312,198.18.0.1,61465,198.18.0.34,443,192.168.5.2,61466,221.5.100.174,2011,198.18.0.1,61465,198.18.0.34,443,37,14172,79,14.577014,23.945346,7,fonts.gstatic.com,192.168.5.2,61466,221.5.100.174,2011,35,17357,68,14.578634,23.982725,7,download
313,198.18.0.1,61467,198.18.0.107,443,192.168.5.2,61468,221.5.100.174,2011,198.18.0.1,61467,198.18.0.107,443,48,24582,80,15.192636,23.331246,7,lh5.googleusercontent.com,192.168.5.2,61468,221.5.100.174,2011,41,22728,69,15.193818,23.368999,7,download
314,198.18.0.1,61475,198.18.0.108,443,192.168.5.2,61476,221.5.100.174,2011,198.18.0.1,61475,198.18.0.108,443,36,14268,83,16.212656,22.311258,7,drive.usercontent.google.com,192.168.5.2,61476,221.5.100.174,2011,34,16227,72,16.213683,22.350211,7,download
315,198.18.0.1,61477,198.18.0.108,443,192.168.5.2,61478,221.5.100.174,2011,198.18.0.1,61477,198.18.0.108,443,66750,53300936,84,16.566702,21.958513000000004,19,drive.usercontent.google.com,192.168.5.2,61478,221.5.100.174,2011,26782,23871594,73,16.567702,21.997266,25,download
316,198.18.0.1,61479,198.18.0.32,443,192.168.5.2,61480,221.5.100.174,2011,198.18.0.1,61479,198.18.0.32,443,38,14603,85,16.698876,21.825337000000005,7,ssl.gstatic.com,192.168.5.2,61480,221.5.100.174,2011,35,16510,74,16.700218,21.863588,7,download
317,198.18.0.1,61481,198.18.0.45,443,192.168.5.2,61482,221.5.100.174,2011,198.18.0.1,61481,198.18.0.45,443,78,38467,86,16.762041,21.762225,9,youtube.googleapis.com,192.168.5.2,61482,221.5.100.174,2011,49,29776,75,16.763454,21.800386,9,download
318,198.18.0.1,61483,198.18.0.46,443,192.168.5.2,61484,221.5.100.174,2011,198.18.0.1,61483,198.18.0.46,443,323,233235,87,16.847322,21.676248,13,docs.google.com,192.168.5.2,61484,221.5.100.174,2011,171,137349,76,16.848675,21.712783,13,download
319,198.18.0.1,61485,198.18.0.47,443,192.168.5.2,61486,221.5.100.174,2011,198.18.0.1,61485,198.18.0.47,443,1208,937382,88,16.905751,21.618903,15,contacts.google.com,192.168.5.2,61486,221.5.100.174,2011,438,384778,77,16.907221,21.65651,15,download
320,198.18.0.1,61487,198.18.0.44,443,192.168.5.2,61488,221.5.100.174,2011,198.18.0.1,61487,198.18.0.44,443,73,44981,89,16.924623,21.599736,7,ogs.google.com,192.168.5.2,61488,221.5.100.174,2011,59,41470,78,16.925819,21.637967,7,download
321,198.18.0.1,61489,198.18.0.48,443,192.168.5.2,61490,221.5.100.174,2011,198.18.0.1,61489,198.18.0.48,443,67,26283,90,17.46357,21.06178,11,signaler-pa.clients6.google.com,192.168.5.2,61490,221.5.100.174,2011,58,30241,79,17.464706,21.099241,11,download
322,198.18.0.1,61491,198.18.0.48,443,192.168.5.2,61492,221.5.100.174,2011,198.18.0.1,61491,198.18.0.48,443,66,27135,91,17.73716,20.78832,11,signaler-pa.clients6.google.com,192.168.5.2,61492,221.5.100.174,2011,58,30760,80,17.738411,20.826501,11,download
323,198.18.0.1,61497,198.18.0.19,443,192.168.5.2,61498,221.5.100.174,2011,198.18.0.1,61497,198.18.0.19,443,52,24611,93,27.008929,11.515913,9,clients4.google.com,192.168.5.2,61498,221.5.100.174,2011,49,28424,82,27.009948,11.553981999999998,9,download
324,198.18.0.1,50375,198.18.0.9,443,192.168.5.2,50376,221.5.100.174,2011,198.18.0.1,50375,198.18.0.9,443,39,14703,2,2.00342,9.371557,7,clientservices.googleapis.com,192.168.5.2,50376,221.5.100.174,2011,35,17482,4,2.003971,9.408132,7,email
325,198.18.0.1,50378,198.18.0.10,443,192.168.5.2,50385,221.5.100.174,2011,198.18.0.1,50378,198.18.0.10,443,2735,2006438,7,3.684002,8.779043,40,accounts.google.com,192.168.5.2,50385,221.5.100.174,2011,1061,1115771,6,3.685431,8.813908,40,email
326,198.18.0.1,50380,198.18.0.11,443,192.168.5.2,50386,221.5.100.174,2011,198.18.0.1,50380,198.18.0.11,443,43,16936,9,3.684446,7.693794,9,www.google.com,192.168.5.2,50386,221.5.100.174,2011,40,21786,7,3.685458,7.729668999999999,9,email
327,198.18.0.1,50408,198.18.0.16,443,192.168.5.2,50409,221.5.100.174,2011,198.18.0.1,50408,198.18.0.16,443,39,15190,19,3.823022,7.555379999999999,7,www.googleapis.com,192.168.5.2,50409,221.5.100.174,2011,35,18048,18,3.833986,7.581200000000001,7,email
328,198.18.0.1,50410,198.18.0.10,443,192.168.5.2,50411,221.5.100.174,2011,198.18.0.1,50410,198.18.0.10,443,37,15385,20,3.860049,7.518553000000001,7,accounts.google.com,192.168.5.2,50411,221.5.100.174,2011,34,18825,19,3.862102,7.553067,7,email
329,198.18.0.1,50416,198.18.0.19,443,192.168.5.2,50418,221.5.100.174,2011,198.18.0.1,50416,198.18.0.19,443,67,28947,24,4.020687,7.357457000000001,13,clients4.google.com,192.168.5.2,50418,221.5.100.174,2011,70,36815,21,4.020895,7.394255,13,email
330,198.18.0.1,50432,198.18.0.27,443,192.168.5.2,50433,221.5.100.174,2011,198.18.0.1,50432,198.18.0.27,443,77,25522,33,5.196185,6.183081,17,optimizationguide-pa.googleapis.com,192.168.5.2,50433,221.5.100.174,2011,66,31528,28,5.197012,6.219259,17,email
331,198.18.0.1,50434,198.18.1.4,443,192.168.5.2,50437,221.5.100.174,2011,198.18.0.1,50434,198.18.1.4,443,37,12730,34,5.201067,6.178115,9,mail.google.com,192.168.5.2,50437,221.5.100.174,2011,42,18904,29,5.201534,6.2141720000000005,9,email
332,198.18.0.1,50435,198.18.1.4,443,192.168.5.2,50436,221.5.100.174,2011,198.18.0.1,50435,198.18.1.4,443,24,12049,35,5.201265,6.176267,4,mail.google.com,192.168.5.2,50436,221.5.100.174,2011,25,12401,30,5.201534,6.212913,4,email
333,198.18.0.1,50438,198.18.0.33,443,192.168.5.2,50439,221.5.100.174,2011,198.18.0.1,50438,198.18.0.33,443,106,77001,38,5.958316,5.420684,7,lh3.googleusercontent.com,192.168.5.2,50439,221.5.100.174,2011,75,60448,31,5.958641,5.456562999999999,7,email
334,198.18.0.1,50440,198.18.0.34,443,192.168.5.2,50441,221.5.100.174,2011,198.18.0.1,50440,198.18.0.34,443,146,106599,39,5.970311,5.408742000000001,7,fonts.gstatic.com,192.168.5.2,50441,221.5.100.174,2011,85,73347,32,5.970525,5.449024999999999,7,email
335,198.18.0.1,50442,198.18.0.32,443,192.168.5.2,50443,221.5.100.174,2011,198.18.0.1,50442,198.18.0.32,443,187,120294,40,6.056402,5.322381999999999,17,ssl.gstatic.com,192.168.5.2,50443,221.5.100.174,2011,112,80570,33,6.057159,5.358597999999999,17,email
336,198.18.0.1,50446,198.18.0.41,443,192.168.5.2,50447,221.5.100.174,2011,198.18.0.1,50446,198.18.0.41,443,76,28993,44,8.435246,2.944381,13,play.google.com,192.168.5.2,50447,221.5.100.174,2011,65,32493,35,8.435533,2.984089000000001,13,email
337,198.18.0.1,50448,198.18.0.36,443,192.168.5.2,50449,221.5.100.174,2011,198.18.0.1,50448,198.18.0.36,443,1380,1086302,45,8.461001,2.917860000000001,17,www.gstatic.com,192.168.5.2,50449,221.5.100.174,2011,508,561606,36,8.461855,2.953881000000001,17,email
338,198.18.0.1,50450,198.18.0.38,443,192.168.5.2,50451,221.5.100.174,2011,198.18.0.1,50450,198.18.0.38,443,37,15072,47,8.789423,2.590022000000001,7,content-autofill.googleapis.com,192.168.5.2,50451,221.5.100.174,2011,34,17784,37,8.78927,2.6303730000000005,7,email
339,198.18.0.1,50452,198.18.0.41,443,192.168.5.2,50453,221.5.100.174,2011,198.18.0.1,50452,198.18.0.41,443,41,16893,49,9.228893,2.1504700000000003,7,play.google.com,192.168.5.2,50453,221.5.100.174,2011,37,18228,39,9.22871,2.1908890000000003,7,email
340,198.18.0.1,50454,198.18.0.21,443,192.168.5.2,50457,221.5.100.174,2011,198.18.0.1,50454,198.18.0.21,443,10,2361,50,11.285662,0.1172529999999998,1,clients2.google.com,192.168.5.2,50457,221.5.100.174,2011,17,5332,41,11.365187,0.0838649999999994,1,email
341,198.18.0.1,50455,198.18.0.22,443,192.168.5.2,50456,221.5.100.174,2011,198.18.0.1,50455,198.18.0.22,443,10,2299,51,11.285892,0.119159999999999,1,update.googleapis.com,192.168.5.2,50456,221.5.100.174,2011,16,4129,40,11.365187,0.0853719999999995,1,email
342,198.18.0.1,50458,198.18.0.21,443,192.168.5.2,50460,221.5.100.174,2011,198.18.0.1,50458,198.18.0.21,443,40,17864,52,11.377749,0.2767110000000006,6,clients2.google.com,192.168.5.2,50460,221.5.100.174,2011,36,19026,43,11.378728,0.3115749999999995,6,email
343,198.18.0.1,50459,198.18.0.22,443,192.168.5.2,50461,221.5.100.174,2011,198.18.0.1,50459,198.18.0.22,443,43,19619,53,11.377898,0.3409089999999999,6,update.googleapis.com,192.168.5.2,50461,221.5.100.174,2011,39,21642,42,11.378726,0.3311679999999999,6,email
344,198.18.0.1,50462,198.18.0.23,5228,192.168.5.2,50464,221.5.100.174,2011,198.18.0.1,50462,198.18.0.23,5228,42,15982,54,11.418682,65.090503,4,mtalk.google.com,192.168.5.2,50464,221.5.100.174,2011,40,15668,44,11.418292,65.12687500000001,4,email
345,198.18.0.1,50463,198.18.0.24,443,192.168.5.2,50465,221.5.100.174,2011,198.18.0.1,50463,198.18.0.24,443,10,2272,55,11.418872,0.0881759999999989,1,android.clients.google.com,192.168.5.2,50465,221.5.100.174,2011,21,12985,45,11.420342,0.094717000000001,2,email
346,198.18.0.1,50466,198.18.0.24,443,192.168.5.2,50467,221.5.100.174,2011,198.18.0.1,50466,198.18.0.24,443,60,19422,56,11.50704,65.023437,9,android.clients.google.com,192.168.5.2,50467,221.5.100.174,2011,50,22770,46,11.507436,65.060193,9,email
347,198.18.0.1,50468,198.18.0.10,443,192.168.5.2,50469,221.5.100.174,2011,198.18.0.1,50468,198.18.0.10,443,100,45714,57,11.972668,64.558116,17,accounts.google.com,192.168.5.2,50469,221.5.100.174,2011,104,55668,47,11.972843,64.596858,17,email
348,198.18.0.1,50471,198.18.0.80,443,192.168.5.2,50472,221.5.100.174,2011,198.18.0.1,50471,198.18.0.80,443,35,13382,60,12.465976,61.94035000000001,4,accountcapabilities-pa.googleapis.com,192.168.5.2,50472,221.5.100.174,2011,33,13891,49,12.466513,61.97602800000001,4,email
349,198.18.0.1,50470,198.18.0.16,443,192.168.5.2,50473,221.5.100.174,2011,198.18.0.1,50470,198.18.0.16,443,49,11106,59,12.465699,64.065156,9,www.googleapis.com,192.168.5.2,50473,221.5.100.174,2011,47,18574,48,12.466514,64.103211,9,email
350,198.18.0.1,50474,198.18.0.27,443,192.168.5.2,50475,221.5.100.174,2011,198.18.0.1,50474,198.18.0.27,443,81,25790,61,12.470787,64.05958,15,optimizationguide-pa.googleapis.com,192.168.5.2,50475,221.5.100.174,2011,73,35843,50,12.471239,64.097993,15,email
351,198.18.0.1,50476,198.18.1.4,443,192.168.5.2,50477,221.5.100.174,2011,198.18.0.1,50476,198.18.1.4,443,45481,37026686,62,12.623157,63.907418,463,mail.google.com,192.168.5.2,50477,221.5.100.174,2011,31593,31154739,51,12.623153,63.944796,467,email
352,198.18.0.1,50478,198.18.0.19,443,192.168.5.2,50479,221.5.100.174,2011,198.18.0.1,50478,198.18.0.19,443,82,31516,63,12.778107,63.750852,15,clients4.google.com,192.168.5.2,50479,221.5.100.174,2011,89,42460,52,12.778062,63.787378,15,email
353,198.18.0.1,50482,198.18.0.85,443,192.168.5.2,50483,221.5.100.174,2011,198.18.0.1,50482,198.18.0.85,443,48,19005,65,12.983582,63.547064000000006,7,accounts.google.com.hk,192.168.5.2,50483,221.5.100.174,2011,45,21128,54,12.98344,63.586331,7,email
354,198.18.0.1,50484,198.18.0.41,443,192.168.5.2,50485,221.5.100.174,2011,198.18.0.1,50484,198.18.0.41,443,1314,1004741,68,13.998138,62.531347,82,play.google.com,192.168.5.2,50485,221.5.100.174,2011,1616,1170207,56,14.000005,62.569016000000005,82,email
355,198.18.0.1,50486,198.18.0.32,443,192.168.5.2,50487,221.5.100.174,2011,198.18.0.1,50486,198.18.0.32,443,776,389766,69,14.092437,62.43672599999999,65,ssl.gstatic.com,192.168.5.2,50487,221.5.100.174,2011,498,349882,57,14.092877,62.476214,65,email
356,198.18.0.1,50488,198.18.0.36,443,192.168.5.2,50489,221.5.100.174,2011,198.18.0.1,50488,198.18.0.36,443,917,658472,70,14.592885,61.937526,50,www.gstatic.com,192.168.5.2,50489,221.5.100.174,2011,485,421107,58,14.593314,61.974605,50,email
357,198.18.0.1,50490,198.18.0.33,443,192.168.5.2,50492,221.5.100.174,2011,198.18.0.1,50490,198.18.0.33,443,133,66704,71,14.615954,61.912838,13,lh3.googleusercontent.com,192.168.5.2,50492,221.5.100.174,2011,89,54268,59,14.616251,61.95179600000001,13,email
358,198.18.0.1,50491,198.18.0.34,443,192.168.5.2,50493,221.5.100.174,2011,198.18.0.1,50491,198.18.0.34,443,165,105825,72,14.616104,61.912916,15,fonts.gstatic.com,192.168.5.2,50493,221.5.100.174,2011,118,89194,60,14.616485,61.95266600000001,15,email
359,198.18.0.1,50494,198.18.0.38,443,192.168.5.2,50495,221.5.100.174,2011,198.18.0.1,50494,198.18.0.38,443,83,15423,73,14.805456,61.726987,21,content-autofill.googleapis.com,192.168.5.2,50495,221.5.100.174,2011,80,32690,61,14.805406,61.764342000000006,21,email
360,198.18.0.1,50496,198.18.0.11,443,192.168.5.2,50497,221.5.100.174,2011,198.18.0.1,50496,198.18.0.11,443,138,87273,74,15.043267,61.485733,13,www.google.com,192.168.5.2,50497,221.5.100.174,2011,100,71254,62,15.04372,61.525631,13,email
361,198.18.0.1,50498,198.18.0.34,443,192.168.5.2,50499,221.5.100.174,2011,198.18.0.1,50498,198.18.0.34,443,69,30157,75,15.060567,61.470376,11,fonts.gstatic.com,192.168.5.2,50499,221.5.100.174,2011,55,32435,63,15.060588,61.507294,11,email
362,198.18.0.1,50504,198.18.0.39,443,192.168.5.2,50506,221.5.100.174,2011,198.18.0.1,50504,198.18.0.39,443,56,21670,77,15.196125,61.33491,7,ogads-pa.clients6.google.com,192.168.5.2,50506,221.5.100.174,2011,47,22656,65,15.196096,61.37150200000001,7,email
363,198.18.0.1,50505,198.18.0.30,443,192.168.5.2,50507,221.5.100.174,2011,198.18.0.1,50505,198.18.0.30,443,432,326818,78,15.197482,61.333906000000006,13,apis.google.com,192.168.5.2,50507,221.5.100.174,2011,215,191733,66,15.197372,61.37155,13,email
364,198.18.0.1,50508,198.18.0.40,443,192.168.5.2,50509,221.5.100.174,2011,198.18.0.1,50508,198.18.0.40,443,63,25098,79,15.199263,61.33000799999999,9,waa-pa.clients6.google.com,192.168.5.2,50509,221.5.100.174,2011,52,23957,67,15.199202,61.36991,9,email
365,198.18.0.1,50510,198.18.0.40,443,192.168.5.2,50511,221.5.100.174,2011,198.18.0.1,50510,198.18.0.40,443,138,87831,80,15.369372,61.162903,9,waa-pa.clients6.google.com,192.168.5.2,50511,221.5.100.174,2011,87,58059,68,15.369569,61.199502,9,email
366,198.18.0.1,50512,198.18.0.39,443,192.168.5.2,50513,221.5.100.174,2011,198.18.0.1,50512,198.18.0.39,443,63,26871,81,15.380543,61.151113,7,ogads-pa.clients6.google.com,192.168.5.2,50513,221.5.100.174,2011,49,25603,69,15.380728,61.190463,7,email
367,198.18.0.1,50514,198.18.0.41,443,192.168.5.2,50515,221.5.100.174,2011,198.18.0.1,50514,198.18.0.41,443,41,7601,82,15.618328,60.91421,9,play.google.com,192.168.5.2,50515,221.5.100.174,2011,42,13963,70,15.618669,60.952541,9,email
368,198.18.0.1,50516,198.18.1.5,443,192.168.5.2,50517,221.5.100.174,2011,198.18.0.1,50516,198.18.1.5,443,58,23378,83,15.928077,60.60427899999999,7,appsgrowthpromo-pa.clients6.google.com,192.168.5.2,50517,221.5.100.174,2011,50,23876,71,15.928448,60.64068399999999,7,email
369,198.18.0.1,50518,198.18.0.43,443,192.168.5.2,50519,221.5.100.174,2011,198.18.0.1,50518,198.18.0.43,443,57,24587,84,16.025591,60.50575,9,addons-pa.clients6.google.com,192.168.5.2,50519,221.5.100.174,2011,46,23410,72,16.025699,60.547367,9,email
370,198.18.0.1,50520,198.18.1.5,443,192.168.5.2,50521,221.5.100.174,2011,198.18.0.1,50520,198.18.1.5,443,58,26813,85,16.084369,60.446769,7,appsgrowthpromo-pa.clients6.google.com,192.168.5.2,50521,221.5.100.174,2011,45,27023,73,16.084506,60.48351799999999,7,email
